RefSeq,Organism,Lineage,DoriC_oriC_0,DoriC_oriC_1,DoriC_oriC_2,DoriC_oriC_3
NC_007335,Prochlorococcus marinus str. NATL2A,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1292311.0, 1292685.0)",,,
NC_007348,Ralstonia eutropha JMP134 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(2110074.0, 2111616.0)",,,
NC_007354,Ehrlichia canis str. Jake,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia","(11395.0, 11819.0)",,,
NC_007384,Shigella sonnei Ss046,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Shigella","(4086380.0, 4086757.0)",,,
NC_007429,Chlamydia trachomatis A/HAR-13,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydia","(722693.0, 722989.0)",,,
NC_007434,Burkholderia pseudomallei 1710b chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(225465.0, 225893.0)",,,
NC_007435,Burkholderia pseudomallei 1710b chromosome 1I,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(1832116.0, 1832841.0)",,,
NC_007493,Rhodobacter sphaeroides 2.4.1 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter","(3004887.0, 3005268.0)",,,
NC_007494,Rhodobacter sphaeroides 2.4.1 chromosome 2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter","(942522.0, 503.0)",,,
NC_007509,Burkholderia sp. 383 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(1392996.0, 536.0)",,,
NC_007510,Burkholderia sp. 383 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(34512.0, 35376.0)",,,
NC_007511,Burkholderia sp. 383 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(7403.0, 8492.0)",,,
NC_007513,Synechococcus sp. CC9902,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2234633.0, 246.0)",,,
NC_007516,Synechococcus sp. CC9605,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2510458.0, 230.0)",,,
NC_007577,Prochlorococcus marinus str. MIT 9312,"Bacteria, Cyanobacteria, Prochlorales, Prochlorococcaceae, Prochlorococcus","(1709070.0, 204.0)",,,
NC_007604,Synechococcus elongatus PCC 7942,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(2695796.0, 64.0)",,,
NC_007606,Shigella dysenteriae Sd197,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Shigella","(3740583.0, 3740960.0)",,,
NC_007613,Shigella boydii Sb227,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Shigella","(3763785.0, 3764162.0)",,,
NC_007618,Brucella melitensis biovar Abortus 2308 chromosome 1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(2007638.0, 2008089.0)",,,
NC_007626,Magnetospirillum magneticum AMB-1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Magnetospirillum","(4958040.0, 4958433.0)",,,
NC_007643,Rhodospirillum rubrum ATCC 11170,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillaceae, Rhodospirillum","(4154190.0, 4154680.0)",,,
NC_007650,Burkholderia thailandensis E264 chromosome 1I,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(2907995.0, 2908512.0)",,,
NC_007651,Burkholderia thailandensis E264 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, pseudomallei group","(2376.0, 3100.0)",,,
NC_007712,Sodalis glossinidius str. 'morsitans',"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Sodalis","(4127547.0, 4127912.0)",,,
NC_007775,Synechococcus sp. JA-3-3Ab,"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(1647642.0, 1648110.0)",,,
NC_007776,Synechococcus sp. JA-2-3B'a(2-13),"Bacteria, Cyanobacteria, Chroococcales, Synechococcus","(1616533.0, 1617020.0)",,,
NC_007778,Rhodopseudomonas palustris HaA2,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas","(436236.0, 436874.0)",,,
NC_007794,Novosphingobium aromaticivorans DSM 12444,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium","(119513.0, 119849.0)",,,
NC_007797,Anaplasma phagocytophilum HZ,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Anaplasma, phagocytophilum group","(20557.0, 20941.0)",,,
NC_007799,Ehrlichia chaffeensis str. Arkansas,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Ehrlichia","(26939.0, 27361.0)",,,
NC_007899,Chlamydophila felis Fe/C-56,"Bacteria, Chlamydiae, Chlamydiales, Chlamydiaceae, Chlamydophila","(1166160.0, 215.0)",,,
NC_007925,Rhodopseudomonas palustris BisB18,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas","(312527.0, 313242.0)",,,
NC_007940,Rickettsia bellii RML369-C,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia","(1521686.0, 1522076.0)",,,
NC_007951,Burkholderia xenovorans LB400 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(4846890.0, 4847739.0)",,,
NC_007952,Burkholderia xenovorans LB400 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(3363377.0, 445.0)",,,
NC_007953,Burkholderia xenovorans LB400 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia","(1443141.0, 1444363.0)",,,
NC_007958,Rhodopseudomonas palustris BisB5,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Rhodopseudomonas","(494349.0, 494577.0)",,,
NC_007964,Nitrobacter hamburgensis X14,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter","(120081.0, 120557.0)",,,
NC_008060,Burkholderia cenocepacia AU 1054 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(50770.0, 51761.0)",,,
NC_008358,Hyphomonas neptunium ATCC 15444,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Hyphomonadaceae, Hyphomonas","(3704938.0, 257.0)",,,
NC_000912,Mycoplasma pneumoniae M129,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(816339.0, 691.0)",,,
NC_000962,Mycobacterium tuberculosis H37Rv,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,
NC_001318,BBUR Borrelia burgdorferi B31,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia, Borrelia burgdorferi group","(458037.0, 458276.0)",,,
NC_002528,Buchnera aphidicola str. APS (Acyrthosiphon pisum),"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(640442.0, 196.0)",,,
NC_002678,Mesorhizobium loti MAFF303099,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium","(4478943.0, 4479797.0)",,,
NC_002696,Caulobacter crescentus CB15,"Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter","(4016703.0, 234.0)",,,
NC_002755,Mycobacterium tuberculosis CDC1551,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,
NC_002937,Desulfovibrio vulgaris subsp. vulgaris str. Hildenborough,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3570715.0, 150.0)",,,
NC_002944,Mycobacterium avium subsp. paratuberculosis K-10,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium avium complex (MAC)","(1531.0, 2099.0)",,,
NC_002945,Mycobacterium bovis AF2122/97,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex","(1525.0, 2051.0)",,,
NC_002950,Porphyromonas gingivalis W83,"Bacteria, Bacteroidetes, Bacteroidetes (class), Bacteroidales, Porphyromonadaceae, Porphyromonas","(2342805.0, 2343476.0)",,,
NC_002967,Treponema denticola ATCC 35405,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Treponema","(265084.0, 265353.0)",,,
NC_002971,Coxiella burnetii RSA 493,"Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Coxiellaceae, Coxiella","(1835517.0, 1836065.0)",,,
NC_003318,Brucella melitensis 16M chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(91935.0, 92331.0)",,,
NC_003454,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,"Bacteria, Fusobacteria, Fusobacterales, Fusobacteriaceae, Fusobacterium","(641869.0, 642687.0)",,,
NC_003902,Xanthomonas campestris pv. campestris str. ATCC 33913,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1371.0, 1645.0)",,,
NC_003911,Silicibacter pomeroyi DSS-3,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Silicibacter","(4105854.0, 4106262.0)",,,
NC_003919,Xanthomonas axonopodis pv. citri str. 306,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1371.0, 1646.0)",,,
NC_004061,Buchnera aphidicola str. Sg (Schizaphis graminum),"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(641022.0, 641454.0)",,,
NC_004311,Brucella suis 1330 chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1207168.0, 154.0)",,,
NC_004343,Leptospira interrogans serovar Lai str. 56601 chromosome 1I,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(355734.0, 355977.0)",,,
NC_004344,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Wigglesworthia","(697376.0, 181.0)",,,
NC_004432,Mycoplasma penetrans HF-2,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1358464.0, 1358633.0)",,,
NC_004545,Buchnera aphidicola str. Bp (Baizongia pistaciae),"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Buchnera","(1.0, 468.0)",,,
NC_004829,Mycoplasma gallisepticum R,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(2682.0, 3162.0)",,,
NC_004917,Helicobacter hepaticus ATCC 51449,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1081990.0, 1082088.0)",,,
NC_005061,Candidatus Blochmannia floridanus,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, ant endosymbionts, Candidatus Blochmannia","(704749.0, 705557.0)",,,
NC_005363,Bdellovibrio bacteriovorus HD100,"Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bdellovibrionaceae, Bdellovibrio","(1417.0, 1648.0)",,,
NC_005824,Leptospira interrogans serovar Copenhageni str. Fiocruz L1-130 chromosome 1I,"Bacteria, Spirochaetes, Spirochaetales, Leptospiraceae, Leptospira","(346973.0, 347216.0)",,,
NC_006156,Borrelia garinii PBi chromosome linear,"Bacteria, Spirochaetes, Spirochaetales, Spirochaetaceae, Borrelia, Borrelia burgdorferi group","(460244.0, 460483.0)",,,
NC_006371,Photobacterium profundum SS9 chromosome 2,"Bacteria, Proteobacteria, Gammaproteobacteria, Vibrionales, Vibrionaceae, Photobacterium","(2237068.0, 468.0)",,,
NC_006677,Gluconobacter oxydans 621H,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconobacter","(1139728.0, 1140080.0)",,,
NC_006834,Xanthomonas oryzae pv. oryzae KACC10331,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1374.0, 1650.0)",,,
NC_006908,Mycoplasma mobile 163K,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1.0, 214.0)",,,
NC_006933,Brucella abortus biovar 1 str. 9-941 chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1161991.0, 154.0)",,,
NC_007086,Xanthomonas campestris pv. campestris str. 8004,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1371.0, 1645.0)",,,
NC_007205,Candidatus Pelagibacter ubique HTCC1062,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, SAR11 cluster, Candidatus Pelagibacter","(335453.0, 335796.0)",,,
NC_007292,Candidatus Blochmannia pennsylvanicus str. BPEN,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, ant endosymbionts, Candidatus Blochmannia","(790626.0, 791654.0)",,,
NC_007294,Mycoplasma synoviae 53,"Bacteria, Firmicutes, Mollicutes, Mycoplasmataceae, Mycoplasma","(1.0, 56.0)",,,
NC_007404,Thiobacillus denitrificans ATCC 25259,"Bacteria, Proteobacteria, Betaproteobacteria, Hydrogenophilales, Hydrogenophilaceae, Thiobacillus","(1511.0, 1688.0)",,,
NC_007406,Nitrobacter winogradskyi Nb-255,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Bradyrhizobiaceae, Nitrobacter","(114297.0, 114369.0)",,,
NC_007482,Pseudoalteromonas haloplanktis TAC125 chromosome 1I,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Pseudoalteromonadaceae, Pseudoalteromonas","(634716.0, 159.0)",,,
NC_007498,Pelobacter carbinolicus DSM 2380,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfuromonadales, Pelobacteraceae, Pelobacter","(1431.0, 1679.0)",,,
NC_007508,Xanthomonas campestris pv. vesicatoria str. 85-10,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1330.0, 1605.0)",,,
NC_007519,Desulfovibrio desulfuricans G20,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Desulfovibrio","(3730119.0, 188.0)",,,
NC_007614,Nitrosospira multiformis ATCC 25196 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Nitrosomonadales, Nitrosomonadaceae, Nitrosospira","(1500.0, 1718.0)",,,
NC_007624,Brucella melitensis biovar Abortus 2308 chromosome 1I,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Brucella","(1156735.0, 154.0)",,,
NC_007705,Xanthomonas oryzae pv. oryzae MAFF 311018,"Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Xanthomonas","(1370.0, 1646.0)",,,
NC_007716,Aster yellows witches'-broom phytoplasma AYWB,"Bacteria, Firmicutes, Mollicutes, Acholeplasmatales, Acholeplasmataceae, Candidatus Phytoplasma, Candidatus Phytoplasma asteris","(705697.0, 706569.0)",,,
NC_007722,Erythrobacter litoralis HTCC2594,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Erythrobacter","(2618117.0, 2618440.0)",,,
NC_007759,Syntrophus aciditrophicus SB,"Bacteria, Proteobacteria, Deltaproteobacteria, Syntrophobacterales, Syntrophaceae, Syntrophus","(1529.0, 1698.0)",,,
NC_007760,Anaeromyxobacter dehalogenans 2CP-C,"Bacteria, Proteobacteria, Deltaproteobacteria, Myxococcales, Cystobacterineae, Myxococcaceae, Anaeromyxobacter","(1396.0, 1810.0)",,,
NC_007761,Rhizobium etli CFN 42,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium","(1.0, 472.0)",,,
NC_007798,Neorickettsia sennetsu str. Miyayama,"Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Anaplasmataceae, Neorickettsia","(855136.0, 855541.0)",,,
NC_007802,Jannaschia sp. CCS1,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Jannaschia","(188444.0, 189046.0)",,,
NC_007947,Methylobacillus flagellatus KT,"Bacteria, Proteobacteria, Betaproteobacteria, Methylophilales, Methylophilaceae, Methylobacillus","(1459.0, 1687.0)",,,
NC_007948,Polaromonas sp. JS666,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Polaromonas","(1435.0, 1722.0)",,,
NC_007969,Psychrobacter cryohalolentis K5,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Psychrobacter","(709.0, 1364.0)",,,
NC_008009,Acidobacteria bacterium Ellin345,"Bacteria, Acidobacteria, Acidobacteriales, Acidobacteriaceae","(1419.0, 1810.0)",,,
NC_008025,Deinococcus geothermalis DSM 11300,"Bacteria, Deinococcus-Thermus, Deinococci, Deinococcales, Deinococcaceae, Deinococcus","(1635.0, 2024.0)",,,
NC_008027,Pseudomonas entomophila L48,"Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas","(5888750.0, 551.0)",,,
NC_008054,Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842,"Bacteria, Firmicutes, Lactobacillales, Lactobacillaceae, Lactobacillus","(1864846.0, 322.0)",,,
NC_008148,Rubrobacter xylanophilus DSM 9941,"Bacteria, Actinobacteria, Rubrobacteridae, Rubrobacterales, Rubrobacterineae, Rubrobacteraceae, Rubrobacter","(1355.0, 1852.0)",,,
NC_008011,Lawsonia intracellularis PHE/MN1-00,"Bacteria, Proteobacteria, Deltaproteobacteria, Desulfovibrionales, Desulfovibrionaceae, Lawsonia","(983356.0, 984329.0)",,,
NC_008149,Yersinia pestis Nepal516,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(4534480.0, 269.0)",,,
NC_008150,Yersinia pestis Antiqua,"Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Yersinia","(4702179.0, 269.0)",,,
NC_007973,Ralstonia metallidurans CH34 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(3835600.0, 3836432.0)",,,
NC_007974,Ralstonia metallidurans CH34 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(2432447.0, 2433945.0)",,,
NC_008044,Silicibacter sp. TM1040,"Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Silicibacter","(3030410.0, 3030830.0)",,,
NC_008061,Burkholderia cenocepacia AU 1054 chromosome 2,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(2452695.0, 2453666.0)",,,
NC_008062,Burkholderia cenocepacia AU 1054 chromosome 3,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Burkholderia, Burkholderia cepacia complex","(380223.0, 382174.0)",,,
NC_007984,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),"Bacteria, Proteobacteria, Gammaproteobacteria, Baumannia","(147837.0, 148604.0)",,,
NC_008048,Sphingopyxis alaskensis RB2256,"Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis","(1535.0, 1681.0)",,,
NC_008146,Mycobacterium sp. MCS,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Mycobacteriaceae, Mycobacterium","(1508.0, 2068.0)",,,
NC_008229,Helicobacter acinonychis str. Sheeba,"Bacteria, Proteobacteria, Epsilonproteobacteria, Campylobacterales, Helicobacteraceae, Helicobacter","(1553787.0, 1553927.0)",,,
NC_008245,Francisella tularensis subsp. tularensis FSC 198,"Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Francisellaceae, Francisella","(1892184.0, 1892616.0)",,,
NC_008260,Alcanivorax borkumensis SK2,"Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Alcanivoracaceae, Alcanivorax","(3119635.0, 3120143.0)",,,
NC_008268,Rhodococcus sp. RHA1,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Corynebacterineae, Nocardiaceae, Rhodococcus","(3871702.0, 3872440.0)",,,
NC_008278,Frankia alni ACN14a,"Bacteria, Actinobacteria, Actinobacteridae, Actinomycetales, Frankineae, Frankiaceae, Frankia","(2029.0, 2855.0)",,,
NC_008313,Ralstonia eutropha H16 chromosome 1,"Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Burkholderiaceae, Cupriavidus","(4051905.0, 688.0)",,,
NC_008321,Shewanella sp. MR-4,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4705921.0, 78.0)",,,
NC_008322,Shewanella sp. MR-7,"Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella","(4792246.0, 80.0)",,,
NC_008340,Alkalilimnicola ehrlichei MLHE-1,"Bacteria, Proteobacteria, Gammaproteobacteria, Chromatiales, Ectothiorhodospiraceae, Alkalilimnicola","(1431.0, 1650.0)",,,
